theta_deg,phi_deg,gain_dBi
34,210,-2.913673
34,215,-2.913673
34,220,-2.913673
34,225,-2.913673
34,230,-2.913673
34,235,-2.913673
34,240,-2.913673
34,245,-2.913673
34,250,-2.913673
34,255,-2.913673
34,260,-2.913673
34,265,-2.913673
34,270,-2.913673
34,275,-2.913673
34,280,-2.913673
34,285,-2.913673
34,290,-2.913673
34,295,-2.913673
34,300,-2.913673
34,305,-2.913673
34,310,-2.913673
34,315,-2.913673
34,320,-2.913673
34,325,-2.913673
34,330,-2.913673
34,335,-2.913673
34,340,-2.913673
34,345,-2.913673
34,350,-2.913673
34,355,-2.913673
34,360,-2.913673
36,0,-5.249318
36,5,-5.249318
36,10,-5.249318
36,15,-5.249318
36,20,-5.249318
36,25,-5.249318
36,30,-5.249318
36,35,-5.249318
36,40,-5.249318
36,45,-5.249318
36,50,-5.249318
36,55,-5.249318
36,60,-5.249318
36,65,-5.249318
36,70,-5.249318
36,75,-5.249318
36,80,-5.249318
36,85,-5.249318
36,90,-5.249318
36,95,-5.249318
36,100,-5.249318
36,105,-5.249318
36,110,-5.249318
36,115,-5.249318
36,120,-5.249318
36,125,-5.249318
36,130,-5.249318
36,135,-5.249318
36,140,-5.249318
36,145,-5.249318
36,150,-5.249318
36,155,-5.249318
36,160,-5.249318
36,165,-5.249318
36,170,-5.249318
36,175,-5.249318
36,180,-5.249318
36,185,-5.249318
36,190,-5.249318
36,195,-5.249318
36,200,-5.249318
36,205,-5.249318
36,210,-5.249318
36,215,-5.249318
36,220,-5.249318
36,225,-5.249318
36,230,-5.249318
36,235,-5.249318
36,240,-5.249318
36,245,-5.249318
36,250,-5.249318
36,255,-5.249318
36,260,-5.249318
36,265,-5.249318
36,270,-5.249318
36,275,-5.249318
36,280,-5.249318
36,285,-5.249318
36,290,-5.249318
36,295,-5.249318
36,300,-5.249318
36,305,-5.249318
36,310,-5.249318
36,315,-5.249318
36,320,-5.249318
36,325,-5.249318
36,330,-5.249318
36,335,-5.249318
36,340,-5.249318
36,345,-5.249318
36,350,-5.249318
36,355,-5.249318
36,360,-5.249318
38,0,-7.762928
38,5,-7.762928
38,10,-7.762928
38,15,-7.762928
38,20,-7.762928
38,25,-7.762928
38,30,-7.762928
38,35,-7.762928
38,40,-7.762928
38,45,-7.762928
38,50,-7.762928
38,55,-7.762928
38,60,-7.762928
38,65,-7.762928
38,70,-7.762928
38,75,-7.762928
38,80,-7.762928
38,85,-7.762928
38,90,-7.762928
38,95,-7.762928
38,100,-7.762928
38,105,-7.762928
38,110,-7.762928
38,115,-7.762928
38,120,-7.762928
38,125,-7.762928
38,130,-7.762928
38,135,-7.762928
38,140,-7.762928
38,145,-7.762928
38,150,-7.762928
38,155,-7.762928
38,160,-7.762928
38,165,-7.762928
38,170,-7.762928
38,175,-7.762928
38,180,-7.762928
38,185,-7.762928
38,190,-7.762928
38,195,-7.762928
38,200,-7.762928
38,205,-7.762928
38,210,-7.762928
38,215,-7.762928
38,220,-7.762928
38,225,-7.762928
38,230,-7.762928
38,235,-7.762928
38,240,-7.762928
38,245,-7.762928
38,250,-7.762928
38,255,-7.762928
38,260,-7.762928
38,265,-7.762928
38,270,-7.762928
38,275,-7.762928
38,280,-7.762928
38,285,-7.762928
38,290,-7.762928
38,295,-7.762928
38,300,-7.762928
38,305,-7.762928
38,310,-7.762928
38,315,-7.762928
38,320,-7.762928
38,325,-7.762928
38,330,-7.762928
38,335,-7.762928
38,340,-7.762928
38,345,-7.762928
38,350,-7.762928
38,355,-7.762928
38,360,-7.762928
40,0,-10.464127
40,5,-10.464127
40,10,-10.464127
40,15,-10.464127
40,20,-10.464127
40,25,-10.464127
40,30,-10.464127
40,35,-10.464127
40,40,-10.464127
40,45,-10.464127
40,50,-10.464127
40,55,-10.464127
40,60,-10.464127
40,65,-10.464127
40,70,-10.464127
40,75,-10.464127
40,80,-10.464127
40,85,-10.464127
40,90,-10.464127
40,95,-10.464127
40,100,-10.464127
40,105,-10.464127
40,110,-10.464127
40,115,-10.464127
40,120,-10.464127
40,125,-10.464127
40,130,-10.464127
40,135,-10.464127
40,140,-10.464127
40,145,-10.464127
40,150,-10.464127
40,155,-10.464127
40,160,-10.464127
40,165,-10.464127
40,170,-10.464127
40,175,-10.464127
40,180,-10.464127
40,185,-10.464127
40,190,-10.464127
40,195,-10.464127
40,200,-10.464127
40,205,-10.464127
40,210,-10.464127
40,215,-10.464127
40,220,-10.464127
40,225,-10.464127
40,230,-10.464127
