id,x(m),y(m),z(m),frequency(Hz),radiationPatternId,polarization3DModelId
77,0,7.59999999999999,1,3000000000,-1,-1
78,0,7.69999999999999,1,3000000000,-1,-1
79,0,7.79999999999999,1,3000000000,-1,-1
80,0,7.89999999999999,1,3000000000,-1,-1
81,0,7.99999999999999,1,3000000000,-1,-1
82,0,8.09999999999999,1,3000000000,-1,-1
83,0,8.19999999999999,1,3000000000,-1,-1
84,0,8.29999999999999,1,3000000000,-1,-1
85,0,8.39999999999999,1,3000000000,-1,-1
86,0,8.49999999999999,1,3000000000,-1,-1
87,0,8.59999999999999,1,3000000000,-1,-1
88,0,8.69999999999999,1,3000000000,-1,-1
89,0,8.79999999999998,1,3000000000,-1,-1
90,0,8.89999999999998,1,3000000000,-1,-1
91,0,8.99999999999998,1,3000000000,-1,-1
92,0,9.09999999999998,1,3000000000,-1,-1
93,0,9.19999999999998,1,3000000000,-1,-1
94,0,9.29999999999998,1,3000000000,-1,-1
95,0,9.39999999999998,1,3000000000,-1,-1
96,0,9.49999999999998,1,3000000000,-1,-1
97,0,9.59999999999998,1,3000000000,-1,-1
98,0,9.69999999999998,1,3000000000,-1,-1
99,0,9.79999999999998,1,3000000000,-1,-1
100,0,9.89999999999998,1,3000000000,-1,-1
101,0,9.99999999999998,1,3000000000,-1,-1
102,0,10.1,1,3000000000,-1,-1
103,0,10.2,1,3000000000,-1,-1
104,0,10.3,1,3000000000,-1,-1
105,0,10.4,1,3000000000,-1,-1
106,0,10.5,1,3000000000,-1,-1
107,0,10.6,1,3000000000,-1,-1
108,0,10.7,1,3000000000,-1,-1
109,0,10.8,1,3000000000,-1,-1
110,0,10.9,1,3000000000,-1,-1
111,0,11,1,3000000000,-1,-1
112,0,11.1,1,3000000000,-1,-1
113,0,11.2,1,3000000000,-1,-1
114,0,11.3,1,3000000000,-1,-1
115,0,11.4,1,3000000000,-1,-1
116,0,11.5,1,3000000000,-1,-1
117,0,11.6,1,3000000000,-1,-1
118,0,11.7,1,3000000000,-1,-1
119,0,11.8,1,3000000000,-1,-1
120,0,11.9,1,3000000000,-1,-1
121,0,12,1,3000000000,-1,-1
122,0,12.1,1,3000000000,-1,-1
123,0,12.2,1,3000000000,-1,-1
124,0,12.3,1,3000000000,-1,-1
125,0,12.4,1,3000000000,-1,-1
126,0,12.5,1,3000000000,-1,-1
127,0,12.6,1,3000000000,-1,-1
128,0,12.7,1,3000000000,-1,-1
129,0,12.8,1,3000000000,-1,-1
130,0,12.9,1,3000000000,-1,-1
131,0,13,1,3000000000,-1,-1
132,0,13.1,1,3000000000,-1,-1
133,0,13.2,1,3000000000,-1,-1
134,0,13.3,1,3000000000,-1,-1
135,0,13.4,1,3000000000,-1,-1
136,0,13.5,1,3000000000,-1,-1
137,0,13.6,1,3000000000,-1,-1
138,0,13.7,1,3000000000,-1,-1
139,0,13.8,1,3000000000,-1,-1
140,0,13.9,1,3000000000,-1,-1
141,0,14,1,3000000000,-1,-1
142,0,14.1,1,3000000000,-1,-1
143,0,14.2,1,3000000000,-1,-1
144,0,14.3,1,3000000000,-1,-1
145,0,14.4,1,3000000000,-1,-1
146,0,14.5,1,3000000000,-1,-1
147,0,14.6,1,3000000000,-1,-1
148,0,14.7,1,3000000000,-1,-1
149,0,14.8,1,3000000000,-1,-1
150,0,14.9,1,3000000000,-1,-1
151,0,15,1,3000000000,-1,-1
152,0,15.1,1,3000000000,-1,-1
153,0,15.2,1,3000000000,-1,-1
154,0,15.3,1,3000000000,-1,-1
155,0,15.4,1,3000000000,-1,-1
156,0,15.5,1,3000000000,-1,-1
157,0,15.6,1,3000000000,-1,-1
158,0,15.7,1,3000000000,-1,-1
159,0,15.8,1,3000000000,-1,-1
160,0,15.9,1,3000000000,-1,-1
161,0,16,1,3000000000,-1,-1
162,0,16.1,1,3000000000,-1,-1
163,0,16.2,1,3000000000,-1,-1
164,0,16.3,1,3000000000,-1,-1
165,0,16.4,1,3000000000,-1,-1
166,0,16.5,1,3000000000,-1,-1
167,0,16.6,1,3000000000,-1,-1
168,0,16.7,1,3000000000,-1,-1
169,0,16.8,1,3000000000,-1,-1
170,0,16.9,1,3000000000,-1,-1
171,0,17,1,3000000000,-1,-1
172,0,17.1,1,3000000000,-1,-1
173,0,17.2,1,3000000000,-1,-1
174,0,17.3,1,3000000000,-1,-1
175,0,17.4,1,3000000000,-1,-1
176,0,17.5,1,3000000000,-1,-1
177,0,17.6,1,3000000000,-1,-1
178,0,17.7,1,3000000000,-1,-1
179,0,17.8,1,3000000000,-1,-1
180,0,17.9,1,3000000000,-1,-1
181,0,18,1,3000000000,-1,-1
182,0,18.1,1,3000000000,-1,-1
183,0,18.2,1,3000000000,-1,-1
184,0,18.3,1,3000000000,-1,-1
185,0,18.4,1,3000000000,-1,-1
186,0,18.5,1,3000000000,-1,-1
187,0,18.6,1,3000000000,-1,-1
188,0,18.7,1,3000000000,-1,-1
189,0,18.8,1,3000000000,-1,-1
190,0,18.9,1,3000000000,-1,-1
191,0,19,1,3000000000,-1,-1
192,0,19.1,1,3000000000,-1,-1
193,0,19.2,1,3000000000,-1,-1
194,0,19.3,1,3000000000,-1,-1
195,0,19.4,1,3000000000,-1,-1
196,0,19.5,1,3000000000,-1,-1
197,0,19.6,1,3000000000,-1,-1
198,0,19.7,1,3000000000,-1,-1
199,0,19.8,1,3000000000,-1,-1
200,0,19.9,1,3000000000,-1,-1
201,0,20,1,3000000000,-1,-1
202,0.1,0,1,3000000000,-1,-1
203,0.1,0.1,1,3000000000,-1,-1
204,0.1,0.2,1,3000000000,-1,-1
205,0.1,0.3,1,3000000000,-1,-1
206,0.1,0.4,1,3000000000,-1,-1
207,0.1,0.5,1,3000000000,-1,-1
208,0.1,0.6,1,3000000000,-1,-1
209,0.1,0.7,1,3000000000,-1,-1
210,0.1,0.8,1,3000000000,-1,-1
211,0.1,0.9,1,3000000000,-1,-1
212,0.1,1,1,3000000000,-1,-1
213,0.1,1.1,1,3000000000,-1,-1
214,0.1,1.2,1,3000000000,-1,-1
215,0.1,1.3,1,3000000000,-1,-1
216,0.1,1.4,1,3000000000,-1,-1
217,0.1,1.5,1,3000000000,-1,-1
218,0.1,1.6,1,3000000000,-1,-1
219,0.1,1.7,1,3000000000,-1,-1
220,0.1,1.8,1,3000000000,-1,-1
221,0.1,1.9,1,3000000000,-1,-1
222,0.1,2,1,3000000000,-1,-1
223,0.1,2.1,1,3000000000,-1,-1
224,0.1,2.2,1,3000000000,-1,-1
225,0.1,2.3,1,3000000000,-1,-1
226,0.1,2.4,1,3000000000,-1,-1
227,0.1,2.5,1,3000000000,-1,-1
228,0.1,2.6,1,3000000000,-1,-1
229,0.1,2.7,1,3000000000,-1,-1
230,0.1,2.8,1,3000000000,-1,-1
231,0.1,2.9,1,3000000000,-1,-1
232,0.1,3,1,3000000000,-1,-1
233,0.1,3.1,1,3000000000,-1,-1
234,0.1,3.2,1,3000000000,-1,-1
235,0.1,3.3,1,3000000000,-1,-1
236,0.1,3.4,1,3000000000,-1,-1
237,0.1,3.5,1,3000000000,-1,-1
238,0.1,3.6,1,3000000000,-1,-1
239,0.1,3.7,1,3000000000,-1,-1
240,0.1,3.8,1,3000000000,-1,-1
241,0.1,3.9,1,3000000000,-1,-1
242,0.1,4,1,3000000000,-1,-1
243,0.1,4.1,1,3000000000,-1,-1
244,0.1,4.2,1,3000000000,-1,-1
245,0.1,4.3,1,3000000000,-1,-1
246,0.1,4.4,1,3000000000,-1,-1
247,0.1,4.5,1,3000000000,-1,-1
248,0.1,4.6,1,3000000000,-1,-1
249,0.1,4.7,1,3000000000,-1,-1
250,0.1,4.8,1,3000000000,-1,-1
251,0.1,4.9,1,3000000000,-1,-1
252,0.1,5,1,3000000000,-1,-1
253,0.1,5.1,1,3000000000,-1,-1
254,0.1,5.2,1,3000000000,-1,-1
255,0.1,5.3,1,3000000000,-1,-1
256,0.1,5.4,1,3000000000,-1,-1
257,0.1,5.5,1,3000000000,-1,-1
258,0.1,5.6,1,3000000000,-1,-1
259,0.1,5.7,1,3000000000,-1,-1
260,0.1,5.8,1,3000000000,-1,-1
261,0.1,5.9,1,3000000000,-1,-1
262,0.1,5.99999999999999,1,3000000000,-1,-1
263,0.1,6.09999999999999,1,3000000000,-1,-1
264,0.1,6.19999999999999,1,3000000000,-1,-1
265,0.1,6.29999999999999,1,3000000000,-1,-1
266,0.1,6.39999999999999,1,3000000000,-1,-1
267,0.1,6.49999999999999,1,3000000000,-1,-1
268,0.1,6.59999999999999,1,3000000000,-1,-1
269,0.1,6.69999999999999,1,3000000000,-1,-1
270,0.1,6.79999999999999,1,3000000000,-1,-1
271,0.1,6.89999999999999,1,3000000000,-1,-1
272,0.1,6.99999999999999,1,3000000000,-1,-1
273,0.1,7.09999999999999,1,3000000000,-1,-1
274,0.1,7.19999999999999,1,3000000000,-1,-1
275,0.1,7.29999999999999,1,3000000000,-1,-1
276,0.1,7.39999999999999,1,3000000000,-1,-1
277,0.1,7.49999999999999,1,3000000000,-1,-1
278,0.1,7.59999999999999,1,3000000000,-1,-1
279,0.1,7.69999999999999,1,3000000000,-1,-1
280,0.1,7.79999999999999,1,3000000000,-1,-1
281,0.1,7.89999999999999,1,3000000000,-1,-1
282,0.1,7.99999999999999,1,3000000000,-1,-1
283,0.1,8.09999999999999,1,3000000000,-1,-1
284,0.1,8.19999999999999,1,3000000000,-1,-1
285,0.1,8.29999999999999,1,3000000000,-1,-1
286,0.1,8.39999999999999,1,3000000000,-1,-1
287,0.1,8.49999999999999,1,3000000000,-1,-1
288,0.1,8.59999999999999,1,3000000000,-1,-1
289,0.1,8.69999999999999,1,3000000000,-1,-1
290,0.1,8.79999999999998,1,3000000000,-1,-1
291,0.1,8.89999999999998,1,3000000000,-1,-1
292,0.1,8.99999999999998,1,3000000000,-1,-1
293,0.1,9.09999999999998,1,3000000000,-1,-1
294,0.1,9.19999999999998,1,3000000000,-1,-1
295,0.1,9.29999999999998,1,3000000000,-1,-1
296,0.1,9.39999999999998,1,3000000000,-1,-1
297,0.1,9.49999999999998,1,3000000000,-1,-1
298,0.1,9.59999999999998,1,3000000000,-1,-1
299,0.1,9.69999999999998,1,3000000000,-1,-1
300,0.1,9.79999999999998,1,3000000000,-1,-1
301,0.1,9.89999999999998,1,3000000000,-1,-1
302,0.1,9.99999999999998,1,3000000000,-1,-1
303,0.1,10.1,1,3000000000,-1,-1
304,0.1,10.2,1,3000000000,-1,-1
305,0.1,10.3,1,3000000000,-1,-1
306,0.1,10.4,1,3000000000,-1,-1
307,0.1,10.5,1,3000000000,-1,-1
308,0.1,10.6,1,3000000000,-1,-1
309,0.1,10.7,1,3000000000,-1,-1
310,0.1,10.8,1,3000000000,-1,-1
311,0.1,10.9,1,3000000000,-1,-1
312,0.1,11,1,3000000000,-1,-1
313,0.1,11.1,1,3000000000,-1,-1
314,0.1,11.2,1,3000000000,-1,-1
315,0.1,11.3,1,3000000000,-1,-1
316,0.1,11.4,1,3000000000,-1,-1
317,0.1,11.5,1,3000000000,-1,-1
318,0.1,11.6,1,3000000000,-1,-1
319,0.1,11.7,1,3000000000,-1,-1
320,0.1,11.8,1,3000000000,-1,-1
321,0.1,11.9,1,3000000000,-1,-1
322,0.1,12,1,3000000000,-1,-1
323,0.1,12.1,1,3000000000,-1,-1
324,0.1,12.2,1,3000000000,-1,-1
325,0.1,12.3,1,3000000000,-1,-1
326,0.1,12.4,1,3000000000,-1,-1
327,0.1,12.5,1,3000000000,-1,-1
328,0.1,12.6,1,3000000000,-1,-1
329,0.1,12.7,1,3000000000,-1,-1
330,0.1,12.8,1,3000000000,-1,-1
331,0.1,12.9,1,3000000000,-1,-1
332,0.1,13,1,3000000000,-1,-1
333,0.1,13.1,1,3000000000,-1,-1
334,0.1,13.2,1,3000000000,-1,-1
335,0.1,13.3,1,3000000000,-1,-1
336,0.1,13.4,1,3000000000,-1,-1
337,0.1,13.5,1,3000000000,-1,-1
338,0.1,13.6,1,3000000000,-1,-1
339,0.1,13.7,1,3000000000,-1,-1
340,0.1,13.8,1,3000000000,-1,-1
341,0.1,13.9,1,3000000000,-1,-1
342,0.1,14,1,3000000000,-1,-1
343,0.1,14.1,1,3000000000,-1,-1
344,0.1,14.2,1,3000000000,-1,-1
345,0.1,14.3,1,3000000000,-1,-1
346,0.1,14.4,1,3000000000,-1,-1
347,0.1,14.5,1,3000000000,-1,-1
348,0.1,14.6,1,3000000000,-1,-1
349,0.1,14.7,1,3000000000,-1,-1
350,0.1,14.8,1,3000000000,-1,-1
351,0.1,14.9,1,3000000000,-1,-1
352,0.1,15,1,3000000000,-1,-1
353,0.1,15.1,1,3000000000,-1,-1
354,0.1,15.2,1,3000000000,-1,-1
355,0.1,15.3,1,3000000000,-1,-1
356,0.1,15.4,1,3000000000,-1,-1
357,0.1,15.5,1,3000000000,-1,-1
358,0.1,15.6,1,3000000000,-1,-1
359,0.1,15.7,1,3000000000,-1,-1
360,0.1,15.8,1,3000000000,-1,-1
361,0.1,15.9,1,3000000000,-1,-1
362,0.1,16,1,3000000000,-1,-1
363,0.1,16.1,1,3000000000,-1,-1
364,0.1,16.2,1,3000000000,-1,-1
365,0.1,16.3,1,3000000000,-1,-1
366,0.1,16.4,1,3000000000,-1,-1
367,0.1,16.5,1,3000000000,-1,-1
368,0.1,16.6,1,3000000000,-1,-1
369,0.1,16.7,1,3000000000,-1,-1
370,0.1,16.8,1,3000000000,-1,-1
371,0.1,16.9,1,3000000000,-1,-1
372,0.1,17,1,3000000000,-1,-1
373,0.1,17.1,1,3000000000,-1,-1
374,0.1,17.2,1,3000000000,-1,-1
375,0.1,17.3,1,3000000000,-1,-1
376,0.1,17.4,1,3000000000,-1,-1
377,0.1,17.5,1,3000000000,-1,-1
378,0.1,17.6,1,3000000000,-1,-1
379,0.1,17.7,1,3000000000,-1,-1
380,0.1,17.8,1,3000000000,-1,-1
381,0.1,17.9,1,3000000000,-1,-1
382,0.1,18,1,3000000000,-1,-1
383,0.1,18.1,1,3000000000,-1,-1
384,0.1,18.2,1,3000000000,-1,-1
385,0.1,18.3,1,3000000000,-1,-1
386,0.1,18.4,1,3000000000,-1,-1
387,0.1,18.5,1,3000000000,-1,-1
388,0.1,18.6,1,3000000000,-1,-1
389,0.1,18.7,1,3000000000,-1,-1
390,0.1,18.8,1,3000000000,-1,-1
391,0.1,18.9,1,3000000000,-1,-1
392,0.1,19,1,3000000000,-1,-1
393,0.1,19.1,1,3000000000,-1,-1
394,0.1,19.2,1,3000000000,-1,-1
395,0.1,19.3,1,3000000000,-1,-1
396,0.1,19.4,1,3000000000,-1,-1
397,0.1,19.5,1,3000000000,-1,-1
398,0.1,19.6,1,3000000000,-1,-1
399,0.1,19.7,1,3000000000,-1,-1
400,0.1,19.8,1,3000000000,-1,-1
401,0.1,19.9,1,3000000000,-1,-1
402,0.1,20,1,3000000000,-1,-1
403,0.2,0,1,3000000000,-1,-1
404,0.2,0.1,1,3000000000,-1,-1
405,0.2,0.2,1,3000000000,-1,-1
406,0.2,0.3,1,3000000000,-1,-1
407,0.2,0.4,1,3000000000,-1,-1
408,0.2,0.5,1,3000000000,-1,-1
409,0.2,0.6,1,3000000000,-1,-1
410,0.2,0.7,1,3000000000,-1,-1
411,0.2,0.8,1,3000000000,-1,-1
412,0.2,0.9,1,3000000000,-1,-1
413,0.2,1,1,3000000000,-1,-1
414,0.2,1.1,1,3000000000,-1,-1
415,0.2,1.2,1,3000000000,-1,-1
416,0.2,1.3,1,3000000000,-1,-1
417,0.2,1.4,1,3000000000,-1,-1
418,0.2,1.5,1,3000000000,-1,-1
419,0.2,1.6,1,3000000000,-1,-1
420,0.2,1.7,1,3000000000,-1,-1
421,0.2,1.8,1,3000000000,-1,-1
422,0.2,1.9,1,3000000000,-1,-1
423,0.2,2,1,3000000000,-1,-1
424,0.2,2.1,1,3000000000,-1,-1
425,0.2,2.2,1,3000000000,-1,-1
426,0.2,2.3,1,3000000000,-1,-1
427,0.2,2.4,1,3000000000,-1,-1
428,0.2,2.5,1,3000000000,-1,-1
429,0.2,2.6,1,3000000000,-1,-1
430,0.2,2.7,1,3000000000,-1,-1
431,0.2,2.8,1,3000000000,-1,-1
432,0.2,2.9,1,3000000000,-1,-1
433,0.2,3,1,3000000000,-1,-1
434,0.2,3.1,1,3000000000,-1,-1
435,0.2,3.2,1,3000000000,-1,-1
436,0.2,3.3,1,3000000000,-1,-1
437,0.2,3.4,1,3000000000,-1,-1
438,0.2,3.5,1,3000000000,-1,-1
439,0.2,3.6,1,3000000000,-1,-1
440,0.2,3.7,1,3000000000,-1,-1
441,0.2,3.8,1,3000000000,-1,-1
442,0.2,3.9,1,3000000000,-1,-1
443,0.2,4,1,3000000000,-1,-1
444,0.2,4.1,1,3000000000,-1,-1
445,0.2,4.2,1,3000000000,-1,-1
446,0.2,4.3,1,3000000000,-1,-1
447,0.2,4.4,1,3000000000,-1,-1
448,0.2,4.5,1,3000000000,-1,-1
449,0.2,4.6,1,3000000000,-1,-1
450,0.2,4.7,1,3000000000,-1,-1
451,0.2,4.8,1,3000000000,-1,-1
452,0.2,4.9,1,3000000000,-1,-1
453,0.2,5,1,3000000000,-1,-1
454,0.2,5.1,1,3000000000,-1,-1
455,0.2,5.2,1,3000000000,-1,-1
456,0.2,5.3,1,3000000000,-1,-1
457,0.2,5.4,1,3000000000,-1,-1
458,0.2,5.5,1,3000000000,-1,-1
459,0.2,5.6,1,3000000000,-1,-1
460,0.2,5.7,1,3000000000,-1,-1
461,0.2,5.8,1,3000000000,-1,-1
462,0.2,5.9,1,3000000000,-1,-1
463,0.2,5.99999999999999,1,3000000000,-1,-1
464,0.2,6.09999999999999,1,3000000000,-1,-1
465,0.2,6.19999999999999,1,3000000000,-1,-1
466,0.2,6.29999999999999,1,3000000000,-1,-1
467,0.2,6.39999999999999,1,3000000000,-1,-1
468,0.2,6.49999999999999,1,3000000000,-1,-1
469,0.2,6.59999999999999,1,3000000000,-1,-1
470,0.2,6.69999999999999,1,3000000000,-1,-1
471,0.2,6.79999999999999,1,3000000000,-1,-1
472,0.2,6.89999999999999,1,3000000000,-1,-1
473,0.2,6.99999999999999,1,3000000000,-1,-1
474,0.2,7.09999999999999,1,3000000000,-1,-1
475,0.2,7.19999999999999,1,3000000000,-1,-1
476,0.2,7.29999999999999,1,3000000000,-1,-1
477,0.2,7.39999999999999,1,3000000000,-1,-1
478,0.2,7.49999999999999,1,3000000000,-1,-1
479,0.2,7.59999999999999,1,3000000000,-1,-1
480,0.2,7.69999999999999,1,3000000000,-1,-1
481,0.2,7.79999999999999,1,3000000000,-1,-1
482,0.2,7.89999999999999,1,3000000000,-1,-1
483,0.2,7.99999999999999,1,3000000000,-1,-1
484,0.2,8.09999999999999,1,3000000000,-1,-1
485,0.2,8.19999999999999,1,3000000000,-1,-1
486,0.2,8.29999999999999,1,3000000000,-1,-1
487,0.2,8.39999999999999,1,3000000000,-1,-1
488,0.2,8.49999999999999,1,3000000000,-1,-1
489,0.2,8.59999999999999,1,3000000000,-1,-1
490,0.2,8.69999999999999,1,3000000000,-1,-1
491,0.2,8.79999999999998,1,3000000000,-1,-1
492,0.2,8.89999999999998,1,3000000000,-1,-1
493,0.2,8.99999999999998,1,3000000000,-1,-1
494,0.2,9.09999999999998,1,3000000000,-1,-1
495,0.2,9.19999999999998,1,3000000000,-1,-1
496,0.2,9.29999999999998,1,3000000000,-1,-1
497,0.2,9.39999999999998,1,3000000000,-1,-1
498,0.2,9.49999999999998,1,3000000000,-1,-1
499,0.2,9.59999999999998,1,3000000000,-1,-1
500,0.2,9.69999999999998,1,3000000000,-1,-1
501,0.2,9.79999999999998,1,3000000000,-1,-1
502,0.2,9.89999999999998,1,3000000000,-1,-1
503,0.2,9.99999999999998,1,3000000000,-1,-1
504,0.2,10.1,1,3000000000,-1,-1
505,0.2,10.2,1,3000000000,-1,-1
506,0.2,10.3,1,3000000000,-1,-1
507,0.2,10.4,1,3000000000,-1,-1
508,0.2,10.5,1,3000000000,-1,-1
509,0.2,10.6,1,3000000000,-1,-1
510,0.2,10.7,1,3000000000,-1,-1
511,0.2,10.8,1,3000000000,-1,-1
512,0.2,10.9,1,3000000000,-1,-1
513,0.2,11,1,3000000000,-1,-1
514,0.2,11.1,1,3000000000,-1,-1
515,0.2,11.2,1,3000000000,-1,-1
516,0.2,11.3,1,3000000000,-1,-1
517,0.2,11.4,1,3000000000,-1,-1
518,0.2,11.5,1,3000000000,-1,-1
519,0.2,11.6,1,3000000000,-1,-1
520,0.2,11.7,1,3000000000,-1,-1
521,0.2,11.8,1,3000000000,-1,-1
522,0.2,11.9,1,3000000000,-1,-1
523,0.2,12,1,3000000000,-1,-1
524,0.2,12.1,1,3000000000,-1,-1
525,0.2,12.2,1,3000000000,-1,-1
526,0.2,12.3,1,3000000000,-1,-1
527,0.2,12.4,1,3000000000,-1,-1
528,0.2,12.5,1,3000000000,-1,-1
529,0.2,12.6,1,3000000000,-1,-1
530,0.2,12.7,1,3000000000,-1,-1
531,0.2,12.8,1,3000000000,-1,-1
532,0.2,12.9,1,3000000000,-1,-1
533,0.2,13,1,3000000000,-1,-1
534,0.2,13.1,1,3000000000,-1,-1
535,0.2,13.2,1,3000000000,-1,-1
536,0.2,13.3,1,3000000000,-1,-1
537,0.2,13.4,1,3000000000,-1,-1
538,0.2,13.5,1,3000000000,-1,-1
539,0.2,13.6,1,3000000000,-1,-1
540,0.2,13.7,1,3000000000,-1,-1
541,0.2,13.8,1,3000000000,-1,-1
542,0.2,13.9,1,3000000000,-1,-1
543,0.2,14,1,3000000000,-1,-1
544,0.2,14.1,1,3000000000,-1,-1
545,0.2,14.2,1,3000000000,-1,-1
546,0.2,14.3,1,3000000000,-1,-1
547,0.2,14.4,1,3000000000,-1,-1
548,0.2,14.5,1,3000000000,-1,-1
549,0.2,14.6,1,3000000000,-1,-1
550,0.2,14.7,1,3000000000,-1,-1
551,0.2,14.8,1,3000000000,-1,-1
552,0.2,14.9,1,3000000000,-1,-1
553,0.2,15,1,3000000000,-1,-1
554,0.2,15.1,1,3000000000,-1,-1
555,0.2,15.2,1,3000000000,-1,-1
556,0.2,15.3,1,3000000000,-1,-1
557,0.2,15.4,1,3000000000,-1,-1
558,0.2,15.5,1,3000000000,-1,-1
559,0.2,15.6,1,3000000000,-1,-1
560,0.2,15.7,1,3000000000,-1,-1
561,0.2,15.8,1,3000000000,-1,-1
562,0.2,15.9,1,3000000000,-1,-1
563,0.2,16,1,3000000000,-1,-1
564,0.2,16.1,1,3000000000,-1,-1
565,0.2,16.2,1,3000000000,-1,-1
566,0.2,16.3,1,3000000000,-1,-1
567,0.2,16.4,1,3000000000,-1,-1
568,0.2,16.5,1,3000000000,-1,-1
569,0.2,16.6,1,3000000000,-1,-1
570,0.2,16.7,1,3000000000,-1,-1
571,0.2,16.8,1,3000000000,-1,-1
572,0.2,16.9,1,3000000000,-1,-1
573,0.2,17,1,3000000000,-1,-1
574,0.2,17.1,1,3000000000,-1,-1
575,0.2,17.2,1,3000000000,-1,-1
576,0.2,17.3,1,3000000000,-1,-1
577,0.2,17.4,1,3000000000,-1,-1
578,0.2,17.5,1,3000000000,-1,-1
579,0.2,17.6,1,3000000000,-1,-1
580,0.2,17.7,1,3000000000,-1,-1
581,0.2,17.8,1,3000000000,-1,-1
582,0.2,17.9,1,3000000000,-1,-1
583,0.2,18,1,3000000000,-1,-1
584,0.2,18.1,1,3000000000,-1,-1
585,0.2,18.2,1,3000000000,-1,-1
586,0.2,18.3,1,3000000000,-1,-1
587,0.2,18.4,1,3000000000,-1,-1
588,0.2,18.5,1,3000000000,-1,-1
589,0.2,18.6,1,3000000000,-1,-1
590,0.2,18.7,1,3000000000,-1,-1
591,0.2,18.8,1,3000000000,-1,-1
592,0.2,18.9,1,3000000000,-1,-1
593,0.2,19,1,3000000000,-1,-1
594,0.2,19.1,1,3000000000,-1,-1
595,0.2,19.2,1,3000000000,-1,-1
596,0.2,19.3,1,3000000000,-1,-1
597,0.2,19.4,1,3000000000,-1,-1
598,0.2,19.5,1,3000000000,-1,-1
599,0.2,19.6,1,3000000000,-1,-1
600,0.2,19.7,1,3000000000,-1,-1
601,0.2,19.8,1,3000000000,-1,-1
602,0.2,19.9,1,3000000000,-1,-1
603,0.2,20,1,3000000000,-1,-1
604,0.3,0,1,3000000000,-1,-1
605,0.3,0.1,1,3000000000,-1,-1
